audit_id,claim_id,action,action_date,performed_by,role,previous_status,new_status,notes,routing_rule
AUD-004424,WC-2023001835,Routed,2024-10-04 04:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 7. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-004425,WC-2023001836,Submitted,2024-08-26 00:00:00,DLR-004-TECH-04,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004426,WC-2023001836,Routed,2024-08-27 02:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 10. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-004427,WC-2023001836,Approved,2024-08-27 06:00:00,REVIEWER-11,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004428,WC-2023001837,Submitted,2025-11-23 00:00:00,DLR-010-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004429,WC-2023001837,Routed,2025-11-23 12:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 40. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-004430,WC-2023001837,Rejected,2025-11-25 20:00:00,REVIEWER-11,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-004431,WC-2023001838,Submitted,2024-11-10 00:00:00,DLR-004-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004432,WC-2023001838,Routed,2024-11-10 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 22. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-004433,WC-2023001839,Submitted,2024-04-07 00:00:00,DLR-008-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004434,WC-2023001839,Routed,2024-04-07 01:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 32. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-004435,WC-2023001840,Submitted,2024-10-11 00:00:00,DLR-019-TECH-04,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004436,WC-2023001840,Routed,2024-10-11 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 19. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-004437,WC-2023001840,Approved,2024-10-14 18:00:00,REVIEWER-05,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004438,WC-2023001841,Submitted,2025-11-14 00:00:00,DLR-002-TECH-01,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004439,WC-2023001841,Routed,2025-11-14 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 39. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-004440,WC-2023001841,Approved,2025-11-18 21:00:00,REVIEWER-04,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004441,WC-2023001842,Submitted,2024-07-13 00:00:00,DLR-009-TECH-02,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004442,WC-2023001842,Routed,2024-07-13 21:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 10. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-004443,WC-2023001843,Submitted,2025-12-11 00:00:00,DLR-014-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004444,WC-2023001843,Routed,2025-12-12 08:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 7. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-004445,WC-2023001844,Submitted,2023-12-21 00:00:00,DLR-016-TECH-08,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004446,WC-2023001844,Routed,2023-12-22 03:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 26. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-004447,WC-2023001845,Submitted,2023-03-21 00:00:00,DLR-002-TECH-09,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004448,WC-2023001845,Routed,2023-03-21 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 40. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-004449,WC-2023001846,Submitted,2025-10-27 00:00:00,DLR-007-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004450,WC-2023001846,Routed,2025-10-28 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 8. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-004451,WC-2023001847,Submitted,2023-04-20 00:00:00,DLR-011-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004452,WC-2023001847,Routed,2023-04-21 10:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 14. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-004453,WC-2023001848,Submitted,2023-01-23 00:00:00,DLR-008-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004454,WC-2023001848,Routed,2023-01-25 00:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 12. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-004455,WC-2023001849,Submitted,2025-10-14 00:00:00,DLR-001-TECH-14,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004456,WC-2023001849,Routed,2025-10-15 17:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 39. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-004457,WC-2023001850,Submitted,2023-09-27 00:00:00,DLR-010-TECH-11,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004458,WC-2023001850,Routed,2023-09-27 13:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 24. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-004459,WC-2023001851,Submitted,2023-06-18 00:00:00,DLR-011-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004460,WC-2023001851,Routed,2023-06-19 03:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 27. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-004461,WC-2023001852,Submitted,2023-04-08 00:00:00,DLR-005-TECH-06,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004462,WC-2023001852,Routed,2023-04-09 09:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 25. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-004463,WC-2023001852,Rejected,2023-04-09 20:00:00,REVIEWER-09,Claim Processor,Approved,Rejected,Claim rejected: SRT exceeded,
AUD-004464,WC-2023001853,Submitted,2024-04-16 00:00:00,DLR-008-TECH-01,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004465,WC-2023001853,Routed,2024-04-16 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 18. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-004466,WC-2023001854,Submitted,2024-02-17 00:00:00,DLR-004-TECH-05,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004467,WC-2023001854,Routed,2024-02-17 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 31. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-004468,WC-2023001854,Approved,2024-02-20 21:00:00,REVIEWER-13,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004469,WC-2023001855,Submitted,2024-05-20 00:00:00,DLR-006-TECH-07,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004470,WC-2023001855,Routed,2024-05-20 12:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 15. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-004471,WC-2023001855,Approved,2024-05-24 12:00:00,REVIEWER-10,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004472,WC-2023001856,Submitted,2025-08-15 00:00:00,DLR-018-TECH-11,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004473,WC-2023001856,Routed,2025-08-16 18:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 10. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-004474,WC-2023001857,Submitted,2024-07-08 00:00:00,DLR-003-TECH-01,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004475,WC-2023001857,Routed,2024-07-08 02:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 28. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-004476,WC-2023001858,Submitted,2025-02-12 00:00:00,DLR-017-TECH-09,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004477,WC-2023001858,Routed,2025-02-12 13:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 11. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-004478,WC-2023001859,Submitted,2023-08-06 00:00:00,DLR-017-TECH-09,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004479,WC-2023001859,Routed,2023-08-06 21:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 27. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-004480,WC-2023001859,Approved,2023-08-10 17:00:00,REVIEWER-12,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004481,WC-2023001860,Submitted,2025-01-09 00:00:00,DLR-001-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004482,WC-2023001860,Routed,2025-01-09 07:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 6. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-004483,WC-2023001860,Rejected,2025-01-13 09:00:00,REVIEWER-12,Claim Processor,Approved,Rejected,Claim rejected: Missing documentation,
AUD-004484,WC-2023001861,Submitted,2024-08-15 00:00:00,DLR-001-TECH-01,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004485,WC-2023001861,Routed,2024-08-16 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 38. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-004486,WC-2023001862,Submitted,2023-10-14 00:00:00,DLR-012-TECH-07,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004487,WC-2023001862,Routed,2023-10-14 18:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 13. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-004488,WC-2023001862,Rejected,2023-10-18 08:00:00,REVIEWER-15,Claim Processor,Approved,Rejected,Claim rejected: Parts cost inflated,
AUD-004489,WC-2023001863,Submitted,2024-03-06 00:00:00,DLR-002-TECH-10,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004490,WC-2023001863,Routed,2024-03-06 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 34. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-004491,WC-2023001864,Submitted,2024-07-06 00:00:00,DLR-003-TECH-08,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004492,WC-2023001864,Routed,2024-07-07 18:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 28. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-004493,WC-2023001865,Submitted,2023-07-15 00:00:00,DLR-018-TECH-10,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004494,WC-2023001865,Routed,2023-07-16 08:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 37. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-004495,WC-2023001865,Rejected,2023-07-19 07:00:00,REVIEWER-02,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-004496,WC-2023001866,Submitted,2025-04-06 00:00:00,DLR-019-TECH-06,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004497,WC-2023001866,Routed,2025-04-07 21:00:00,SYSTEM,Automated,Submitted,Under Review,Risk score: 61. Routed to REVIEWER-03.,MEDIUM_RISK_MANUAL_REVIEW
AUD-004498,WC-2023001866,Rejected,2025-04-09 13:00:00,REVIEWER-03,Claim Processor,Under Review,Rejected,Claim rejected: Missing documentation,
AUD-004499,WC-2023001867,Submitted,2024-11-14 00:00:00,DLR-017-TECH-06,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004500,WC-2023001867,Routed,2024-11-15 10:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 8. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-004501,WC-2023001868,Submitted,2025-03-20 00:00:00,DLR-004-TECH-02,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004502,WC-2023001868,Routed,2025-03-20 11:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 39. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-004503,WC-2023001868,Approved,2025-03-24 04:00:00,REVIEWER-08,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004504,WC-2023001869,Submitted,2024-03-24 00:00:00,DLR-016-TECH-02,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004505,WC-2023001869,Routed,2024-03-25 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 20. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-004506,WC-2023001869,Rejected,2024-03-27 21:00:00,REVIEWER-11,Claim Processor,Approved,Rejected,Claim rejected: Parts cost inflated,
AUD-004507,WC-2023001870,Submitted,2025-09-09 00:00:00,DLR-006-TECH-03,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004508,WC-2023001870,Routed,2025-09-10 13:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 33. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-004509,WC-2023001870,Approved,2025-09-11 19:00:00,REVIEWER-09,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004510,WC-2023001871,Submitted,2024-07-23 00:00:00,DLR-013-TECH-01,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004511,WC-2023001871,Routed,2024-07-23 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 16. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-004512,WC-2023001872,Submitted,2025-12-15 00:00:00,DLR-013-TECH-03,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004513,WC-2023001872,Routed,2025-12-15 06:00:00,SYSTEM,Automated,Submitted,Under Review,Risk score: 47. Routed to REVIEWER-03.,BORDERLINE_RISK_SPOT_CHECK
AUD-004514,WC-2023001872,Rejected,2025-12-17 20:00:00,REVIEWER-03,Claim Processor,Under Review,Rejected,Claim rejected: Warranty expired,
AUD-004515,WC-2023001873,Submitted,2023-11-24 00:00:00,DLR-005-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004516,WC-2023001873,Routed,2023-11-24 03:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 27. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-004517,WC-2023001874,Submitted,2025-03-13 00:00:00,DLR-001-TECH-10,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004518,WC-2023001874,Routed,2025-03-14 19:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 18. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-004519,WC-2023001875,Submitted,2024-01-21 00:00:00,DLR-002-TECH-04,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004520,WC-2023001875,Routed,2024-01-22 09:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 20. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-004521,WC-2023001876,Submitted,2024-02-25 00:00:00,DLR-005-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004522,WC-2023001876,Routed,2024-02-25 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 21. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-004523,WC-2023001876,Approved,2024-02-26 11:00:00,REVIEWER-08,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004524,WC-2023001877,Submitted,2024-02-26 00:00:00,DLR-020-TECH-05,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004525,WC-2023001877,Routed,2024-02-26 07:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 8. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-004526,WC-2023001878,Submitted,2025-05-07 00:00:00,DLR-020-TECH-07,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004527,WC-2023001878,Routed,2025-05-07 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 17. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-004528,WC-2023001879,Submitted,2025-04-25 00:00:00,DLR-010-TECH-12,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004529,WC-2023001879,Routed,2025-04-26 07:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 30. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-004530,WC-2023001880,Submitted,2025-12-26 00:00:00,DLR-014-TECH-05,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004531,WC-2023001880,Routed,2025-12-26 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 8. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-004532,WC-2023001881,Submitted,2025-07-07 00:00:00,DLR-007-TECH-14,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004533,WC-2023001881,Routed,2025-07-07 11:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 6. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-004534,WC-2023001882,Submitted,2025-12-27 00:00:00,DLR-013-TECH-04,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004535,WC-2023001882,Routed,2025-12-27 01:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 4. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-004536,WC-2023001883,Submitted,2023-05-24 00:00:00,DLR-019-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004537,WC-2023001883,Routed,2023-05-24 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 26. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-004538,WC-2023001884,Submitted,2025-03-17 00:00:00,DLR-004-TECH-06,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004539,WC-2023001884,Routed,2025-03-18 09:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 9. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-004540,WC-2023001885,Submitted,2024-08-10 00:00:00,DLR-005-TECH-01,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004541,WC-2023001885,Routed,2024-08-10 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 19. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-004542,WC-2023001885,Rejected,2024-08-11 09:00:00,REVIEWER-14,Claim Processor,Approved,Rejected,Claim rejected: Warranty expired,
AUD-004543,WC-2023001886,Submitted,2025-05-19 00:00:00,DLR-004-TECH-03,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004544,WC-2023001886,Routed,2025-05-20 08:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 8. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-004545,WC-2023001886,Rejected,2025-05-22 21:00:00,REVIEWER-04,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-004546,WC-2023001887,Submitted,2023-11-11 00:00:00,DLR-019-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004547,WC-2023001887,Routed,2023-11-12 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 39. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-004548,WC-2023001887,Approved,2023-11-17 13:00:00,REVIEWER-14,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004549,WC-2023001888,Submitted,2025-12-17 00:00:00,DLR-010-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004550,WC-2023001888,Routed,2025-12-17 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 4. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-004551,WC-2023001889,Submitted,2024-06-24 00:00:00,DLR-011-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-004552,WC-2023001889,Routed,2024-06-24 10:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 39. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-004553,WC-2023001890,Submitted,2025-08-24 00:00:00,DLR-007-TECH-12,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004554,WC-2023001890,Routed,2025-08-24 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 34. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-004555,WC-2023001890,Rejected,2025-08-27 04:00:00,REVIEWER-13,Claim Processor,Approved,Rejected,Claim rejected: Missing documentation,
AUD-004556,WC-2023001891,Submitted,2023-06-20 00:00:00,DLR-010-TECH-09,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004557,WC-2023001891,Routed,2023-06-20 13:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 21. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-004558,WC-2023001891,Rejected,2023-06-24 03:00:00,REVIEWER-08,Claim Processor,Approved,Rejected,Claim rejected: Warranty expired,
AUD-004559,WC-2023001892,Submitted,2024-05-28 00:00:00,DLR-001-TECH-04,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004560,WC-2023001892,Routed,2024-05-28 04:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 12. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-004561,WC-2023001893,Submitted,2025-06-27 00:00:00,DLR-016-TECH-01,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004562,WC-2023001893,Routed,2025-06-27 04:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 26. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-004563,WC-2023001893,Approved,2025-06-28 07:00:00,REVIEWER-07,Claim Processor,Approved,Approved,Claim approved after review,
AUD-004564,WC-2023001894,Submitted,2023-07-10 00:00:00,DLR-004-TECH-05,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004565,WC-2023001894,Routed,2023-07-10 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 33. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-004566,WC-2023001895,Submitted,2024-03-15 00:00:00,DLR-001-TECH-13,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004567,WC-2023001895,Routed,2024-03-16 18:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 18. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-004568,WC-2023001896,Submitted,2024-12-05 00:00:00,DLR-013-TECH-04,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-004569,WC-2023001896,Routed,2024-12-06 18:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 18. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-004570,WC-2023001897,Submitted,2023-04-19 00:00:00,DLR-010-TECH-02,Dealer Technician,,Submitted,Claim submitted via API,
AUD-004571,WC-2023001897,Routed,2023-04-19 07:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 38. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-004572,WC-2023001898,Submitted,2025-09-21 00:00:00,DLR-016-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-004573,WC-2023001898,Routed,2025-09-21 22:00:00,SYSTEM,Automated,Submitted,Under Review,Risk score: 66. Routed to REVIEWER-15.,MEDIUM_RISK_MANUAL_REVIEW
AUD-004574,WC-2023001899,Submitted,2023-07-18 00:00:00,DLR-009-TECH-01,Dealer Technician,,Submitted,Claim submitted via Mobile App,
